ISO,AF,AL,AO,AR,AM,AZ,BD,BJ,BO,BA,BR,BG,BF,BI,CI,KH,CM,CF,TD,CL,CN,CO,CG,CD,CR,DO,EC,EG,SV,ET,FJ,GM,GE,GH,GT,GN,HT,HN,ID,IQ,JO,KZ,KE,XK,KG,LA,LB,LR,MK,MG,MW,ML,MX,MD,MN,ME,MA,MZ,NI,NE,NG,PK,PS,PA,PG,PY,PE,PH,PL,RO,RU,RW,WS,SN,RS,SL,SS,LK,SY,TJ,TZ,TH,TL,TG,TO,TT,TN,TR,UG,UA,UZ,VE,VN,YE,ZM,AT,BE,CH,DE,EE,ES,FI,FR,GR,HR,HU,IE,IT,LI,LT,LV,MT,NL,NO,PT,SE,SI,SK,GB
CD,1,1,0.798790308,1,1,1,1,0.899947988,1,1,1,1,0.919809955,0.638178555,0.933953456,1,0.874146228,0.884215477,0.979563847,1,1,1,0.611755203,0,1,1,1,1,1,0.999948817,1,0.976407431,1,0.920734129,1,0.979462195,1,1,1,1,1,1,0.780183856,1,1,1,1,0.954053165,1,1,0.655462974,0.985245086,1,1,1,1,1,0.698525506,1,0.997017662,0.887421319,1,1,1,1,1,1,1,1,1,1,0.637544883,1,0.960333028,1,0.98118663,0.974186393,1,1,1,0.669305151,1,1,0.898103953,1,1,1,1,0.755115733,1,1,1,1,1,0.652704489,1,0.999417849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CR,0.95597095,0.944424304,0.666422227,0.080809866,0.945263514,0.997890552,0.945183827,0.999143679,0.401514339,0.944897852,0.311385881,0.94893091,0.99329561,1,0.998431172,1,1,0.998776884,1,0.032943463,1,0.026620942,0.998773796,1,0,0.028558223,0.09761816,1,0.016914616,1,0.974602005,0.992453745,0.994119071,0.988731598,0.332864885,1,0.508140119,0.036105624,1,0.986837021,1,0.984644883,0.999924918,0.945382865,0.994501675,1,0.995778182,1,0.945773017,0.996766991,1,0.999417465,0.068386001,0.728316676,0.999904208,0.944843276,0.998996822,0.913125723,0.040287649,1,1,0.946215125,1,0.176896118,0.995946303,0.92008312,0.20127939,0.994937821,0.944977823,0.698538492,0.951357506,1,0.994132792,0.996616767,0.945415026,0.989405537,1,0.95757509,0.995234367,0.952261734,0.999727623,1,1,1,0.999260103,0.935799229,1,0.99331589,1,0.943530952,0.990377601,0.033459935,1,0.999171931,0.999505501,0.940971391,0.770567251,0.78560088,0.936510144,0.985906132,0.105301592,0.996384768,0.543601308,0.941167676,0.938662494,0.99893851,0.938857072,0.608311171,0.937865073,0.944832098,0.945184917,0.948745596,0.941146936,0.940342424,0.298334932,0.934754305,0.944459975,0.950003404,0.934838189
DO,0.95576677,0.944163038,0.663733624,0.076172053,0.945009679,0.997880769,0.944929623,0.999124389,0.398568058,0.944642322,0.305842514,0.948690845,0.993144587,1,0.998395832,1,1,0.998749332,1,0.028144682,1,0.021787837,0.998746175,1,0.028558223,0,0.093155576,1,0.012033316,1,0.974520952,0.992437246,0.994091799,0.989703708,0.329552368,1,0.493315294,0.031339605,1,0.986775979,1,0.984593435,0.99992457,0.945129584,0.994476177,1,0.995731633,1,0.945511267,0.996694165,1,0.999404342,0.063775434,0.724993101,0.999903764,0.944587492,0.998974224,0.912425525,0.035545012,1,1,0.945965704,1,0.173676071,0.996265995,0.919657355,0.197313514,0.994904539,0.944738163,0.694786512,0.951131931,1,0.994595505,0.99656556,0.945146678,0.9902868,1,0.957378349,0.995212266,0.952040353,0.99972636,1,1,1,0.999318455,0.941092495,1,0.993284893,1,0.943248253,0.990332978,0.028642046,1,0.999168091,0.99953129,0.943045485,0.767796087,0.783960072,0.93849706,0.985840774,0.100532757,0.996478434,0.533735962,0.940846247,0.938306269,0.99893988,0.943445649,0.603235188,0.940085754,0.944576263,0.944930717,0.94813853,0.943295801,0.941972447,0.292689188,0.936329258,0.944196895,0.94977155,0.939258527
EC,0.959058091,0.948319601,0.688624338,0.141825148,0.949101417,0.998038458,0.949027317,0.999200787,0.428569024,0.948761394,0.357164906,0.952510345,0.99374273,1,0.998535798,1,1,0.998858455,1,0.097224009,1,0.091325575,0.998855573,1,0.09761816,0.093155576,0,1,0.082264469,1,0.976411601,0.992992616,0.994531419,0.990359582,0.377212184,1,0.540942597,0.100196248,1,0.987759957,1,0.985722928,0.999930182,0.949212399,0.994887196,1,0.996069035,1,0.94957099,0.996982603,1,0.999456314,0.130326831,0.746521561,0.999910925,0.948710644,0.999063725,0.91890786,0.104104614,1,1,0.949986305,1,0.232439025,0.996495873,0.9253792,0.24634862,0.995274545,0.948838403,0.718706486,0.954768122,1,0.994928224,0.996842167,0.949236079,0.990896838,1,0.960549754,0.995568514,0.95560895,0.999746721,1,1,1,0.999360413,0.94487796,1,0.993784553,1,0.947481811,0.991052285,0.097710455,1,0.999229992,0.999550339,0.946081575,0.78520265,0.800625715,0.938084274,0.986894338,0.164804226,0.9966878,0.57404066,0.945282348,0.942938296,0.998997721,0.946962568,0.6344692,0.943248344,0.94870025,0.949028331,0.952254086,0.9444159,0.945280677,0.345045429,0.940038501,0.94835196,0.953508965,0.943108309
EG,1,1,1,0.983086031,1,1,1,1,1,1,1,1,0.996761631,1,0.997160745,1,0.975284391,0.983006322,0.804151705,1,1,1,0.999183658,1,1,1,1,0,1,0.632039299,1,1,1,1,1,1,1,1,1,0.471496581,0.243762683,1,0.974742174,1,1,1,0.275447399,1,1,1,1,0.973449365,1,1,1,1,0.408232284,1,1,0.774560525,0.926598723,1,0.266104443,1,1,1,1,1,1,1,1,1,1,0.991050073,1,1,0.996114597,1,0.309971011,1,0.994949496,1,1,1,1,1,0.230741713,0.985052526,1,1,1,1,1,0.248820719,1,1,0.99410271,1,0.9940851,1,0.988045319,0.999241996,0.964066456,1,1,1,1,1,1,1,1,0.334976321,0.977490257,0.998304119,1,0.994638907,1,1,0.999533932
SV,0.95571159,0.94409249,0.660821665,0.065207378,0.94494108,0.997878125,0.944860923,0.999129651,0.391350455,0.944573264,0.299919676,0.948626022,0.993185782,1,0.998405472,1,1,0.998756848,1,0.016464893,1,0.010030225,0.998753709,1,0.016914616,0.012033316,0.082264469,1,0,1,0.974498424,0.992385704,0.994084429,0.989949045,0.321493929,1,0.500082713,0.019704186,1,0.986759483,1,0.984579196,0.999924476,0.945061134,0.994469287,1,0.995737496,1,0.945440702,0.99671403,1,0.999407922,0.052528093,0.724129905,0.999903644,0.944518366,0.998980388,0.911667158,0.023960367,1,1,0.945898297,1,0.163954168,0.99634665,0.918788256,0.187665632,0.994852211,0.944673131,0.693812464,0.951070969,1,0.994712243,0.99656064,0.945074414,0.99050918,1,0.957325179,0.995206294,0.951980524,0.999726019,1,1,1,0.999333176,0.942422266,1,0.993276516,1,0.943172206,0.990320919,0.01698733,1,0.999167053,0.999537782,0.943561266,0.769041612,0.784512734,0.938975138,0.98582311,0.090135947,0.996501874,0.536191491,0.940781422,0.938224797,0.998940144,0.94460307,0.602044611,0.940643337,0.944507122,0.944862019,0.948214423,0.943813562,0.942349907,0.2865863,0.936610887,0.94412589,0.949708891,0.940354371
ET,1,1,1,0.991838266,1,1,1,1,1,1,1,1,0.997089479,1,0.997448187,1,0.979606452,0.991908278,0.891203007,1,1,1,0.999266303,0.999948817,1,1,1,0.632039299,1,0,1,1,1,1,1,1,1,1,1,0.745256608,0.638638639,1,0.963086283,1,1,1,0.649314544,1,1,1,1,0.979276685,1,1,1,1,0.660175833,1,1,0.797772305,0.934029782,1,0.6295712,1,1,1,1,1,1,1,1,1,1,0.995704742,1,1,0.996030712,1,0.666439803,1,0.99428343,1,1,1,1,1,0.630235149,0.992787187,0.999299306,1,1,1,1,0.633856593,1,1,0.996678553,1,0.997145801,1,0.994276616,0.998921196,0.981417174,1,1,1,1,1,1,1,1,0.680170524,0.988374915,0.997586395,1,0.994831786,1,1,0.999336684
FJ,0.818110203,0.974077617,0.988021757,0.974939389,0.972675148,0.997045599,0.700391644,0.999955602,0.984259945,0.974232195,0.97454349,0.965707164,0.999652398,1,0.999918661,0.998761861,1,0.999936585,1,0.974884858,1,0.974750209,0.999936425,1,0.974602005,0.974520952,0.976411601,1,0.974498424,1,0,0.999523571,0.994663294,0.994668331,0.982694283,1,0.974498601,0.974877682,0.914489536,0.946047278,1,0.992289291,0.99952158,0.972060497,0.995564528,1,0.988797335,1,0.969741365,0.910619606,1,0.999969797,0.975743689,0.974765949,0.999955763,0.971820919,0.999947988,0.996880484,0.97501775,1,1,0.710519639,1,0.976591276,0.973279248,0.997312194,0.97928091,0.914112174,0.974581436,0.972609568,0.976676118,1,0.759056907,0.999852139,0.96995202,0.994766593,1,0.767593222,0.980466511,0.805406055,0.998264428,0.99828651,0.90287214,1,0.7395881,0.967582185,1,0.973612589,1,0.974942425,0.987357905,0.974867245,0.999520337,0.993594188,0.999410814,0.973118043,0.973512052,0.971938312,0.972517045,0.993491374,0.975129904,0.997492486,0.976077977,0.973298334,0.973654604,0.998037917,0.968078806,0.974574001,0.972536889,0.974523158,0.973639564,0.996228385,0.970976559,0.971405957,0.97452743,0.970901569,0.974073106,0.970187186,0.962240413
GM,0.999224533,0.999023971,0.98197111,0.992795048,0.999035947,0.999962847,0.999034543,0.94927972,0.995339808,0.999029506,0.991510323,0.999103104,0.908864452,0.973278988,0.899109594,1,0.971775672,0.96063087,0.988114707,0.992506895,1,0.992460882,0.973588345,0.976407431,0.992453745,0.992437246,0.992992616,1,0.992385704,1,0.999523571,0,0.999896421,0.976092,0.994832835,0.685073523,0.994599642,0.992516211,1,0.999768165,1,0.999713898,0.983583672,0.999038049,0.99990316,1,0.999935644,0.868518131,0.999053065,0.999964503,0.973313113,0.748389455,0.992770613,0.996850259,0.999998313,0.999028545,0.999988986,0.975585827,0.992550823,0.978585371,0.951723363,0.999052707,1,0.993249557,0.999660373,0.999236347,0.993813665,0.999952956,0.999018633,0.996555839,0.999143278,0.973281096,0.999508434,0.633175433,0.999050673,0.86011713,0.997512626,0.999252786,0.999916065,0.999159204,0.974723952,1,1,0.969509614,0.99993801,0.994654231,1,0.999882275,0.982082159,0.999021938,0.999830524,0.992486387,1,0.999985416,0.973569687,0.997105948,0.996045473,0.996125687,0.997089644,0.99975177,0.992733763,0.999848817,0.994949587,0.998988905,0.998967978,0.999976318,0.995062294,0.995607917,0.996917571,0.999028348,0.999034562,0.999281473,0.997044293,0.997462672,0.991358083,0.997463346,0.999026168,0.999119428,0.99512528
GE,0.978391967,0.993960253,0.997221421,0.994267645,0.992898513,0.928999923,0.988371588,0.999989701,0.996353302,0.929193375,0.994105836,0.931660478,0.999919367,1,0.999981132,1,1,0.99998529,1,0.994174589,0.999559609,0.994142835,0.999985253,1,0.994119071,0.994091799,0.994531419,1,0.994084429,1,0.994663294,0.999896421,0,0.998929602,0.995985613,1,0.99408447,0.994178453,1,0.992043815,0.999398045,0.932649682,0.999984072,0.991195781,0.936597823,1,0.999248672,1,0.947438058,0.999961117,1,0.999992994,0.994377879,0.979236421,0.99910228,0.933258171,0.999987935,0.999276369,0.994207773,1,1,0.988028145,1,0.994638253,0.999610929,0.99938389,0.995193817,0.999963452,0.929509216,0.994084441,0.915837556,1,0.999436869,0.999965701,0.933068645,0.998989255,1,0.991000205,0.998108083,0.980644704,0.999942219,1,1,1,0.999928985,0.994055366,1,0.939514034,1,0.916915595,0.937354814,0.994169984,1,0.999824338,0.999944641,0.989430616,0.993250085,0.99196917,0.991573297,0.976863425,0.993751636,0.998791944,0.994026142,0.98844432,0.930912285,0.999807051,0.992860705,0.994104668,0.99408396,0.931954862,0.927308308,0.999188351,0.993079576,0.991958072,0.993804623,0.993228369,0.929766425,0.936908185,0.993141247
GH,0.991986196,0.989952904,0.948911148,0.989607216,0.990037317,0.999616056,0.990022813,0.73922009,0.993311619,0.989970762,0.988788161,0.990767315,0.85891442,0.911071312,0.788269389,1,0.959147817,0.91144712,0.992733392,0.990045416,1,0.990048282,0.911321711,0.920734129,0.988731598,0.989703708,0.990359582,1,0.989949045,1,0.994668331,0.976092,0.998929602,0,0.993179285,0.97997212,0.989949115,0.989719893,1,0.997604183,1,0.996823767,0.945356484,0.99005904,0.99899924,1,0.999475197,0.948858361,0.99032845,0.999933935,0.911184882,0.983569841,0.990152681,0.990385145,0.999982565,0.989960828,0.999979501,0.921069561,0.989812704,0.997113262,0.945422498,0.990210521,1,0.982672101,0.992728357,0.998146777,0.99183397,0.999937902,0.989686135,0.990568997,0.991146495,0.911078327,0.989475225,0.963234338,0.990358616,0.957994955,0.990659272,0.992278168,0.999132599,0.991311075,0.915846606,1,1,0.757792166,0.998672751,0.885459799,1,0.998783413,0.940368649,0.99012404,0.99824861,0.990094409,1,0.999849282,0.911509758,0.944012053,0.960791614,0.95828451,0.944718689,0.997434751,0.9895589,0.997210352,0.989646741,0.989903159,0.990012225,0.999685329,0.894825589,0.989687432,0.94026332,0.989958794,0.990023011,0.994201953,0.942877823,0.952810359,0.98957852,0.953610393,0.989997608,0.990900032,0.897269066
GT,0.969945283,0.962060403,0.769828968,0.36563701,0.962636268,0.998560067,0.962581872,0.999409369,0.586962139,0.962386663,0.524915968,0.965136919,0.995375779,1,0.998917932,1,1,0.99915638,1,0.332559696,1,0.328193044,0.99915425,1,0.332864885,0.329552368,0.377212184,1,0.321493929,1,0.982694283,0.994832835,0.995985613,0.993179285,0,1,0.660749328,0.334757925,1,0.991014805,1,0.989535233,0.999948748,0.962717738,0.996246783,1,0.997107406,1,0.962975318,0.997770096,1,0.999598208,0.353967477,0.812790801,0.999934612,0.962349408,0.999308078,0.940056132,0.337646227,1,1,0.963285848,1,0.432647925,0.997520787,0.944888606,0.448738847,0.99650664,0.962454434,0.792216973,0.966796094,1,0.996411656,0.997666003,0.96272675,0.993559401,1,0.971040286,0.996746926,0.96741333,0.999814073,1,1,1,0.999547484,0.960926966,1,0.995437352,1,0.961435886,0.993431644,0.332914229,1,0.999434751,0.999686333,0.961699907,0.843268496,0.85376741,0.958587699,0.99037937,0.382553876,0.997626124,0.685253236,0.959813468,0.958078507,0.999280767,0.96240689,0.729942059,0.959719761,0.962341778,0.962582616,0.964857603,0.961871119,0.960877862,0.515867758,0.956983286,0.962083069,0.965871769,0.959523665
GN,1,1,0.987871507,1,1,1,1,0.954284263,1,1,1,1,0.910549484,0.976738822,0.886437983,1,0.975618797,0.965923424,0.989770096,1,1,1,0.977019844,0.979462195,1,1,1,1,1,1,1,0.685073523,1,0.97997212,1,0,1,1,1,1,1,1,0.985710408,1,1,1,1,0.834451371,1,1,0.976768529,0.72942393,1,1,1,1,1,0.979675677,1,0.981600331,0.958350622,1,1,1,1,1,1,1,1,1,1,0.976740657,1,0.700942529,1,0.818443989,0.997834691,1,1,1,0.978000869,1,1,0.973160334,1,1,1,1,0.98440216,1,1,1,1,1,0.977018835,1,0.999965785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HT,0.955711899,0.944092879,0.765185866,0.525204444,0.944941463,0.99787814,0.944861307,0.998646133,0.69545058,0.94457365,0.511258529,0.948626379,0.989400179,1,0.99751964,1,1,0.998066221,1,0.508204472,1,0.505018561,0.998061339,1,0.508140119,0.493315294,0.540942597,1,0.500082713,1,0.974498601,0.994599642,0.99408447,0.989949115,0.660749328,1,0,0.509748044,1,0.986759575,1,0.984579303,0.999924476,0.945061516,0.994469325,1,0.994886172,1,0.945441083,0.994888526,1,0.999078996,0.526185844,0.724131827,0.999903645,0.944518753,0.998413949,0.93884692,0.511896689,1,1,0.945898674,1,0.579915624,0.996346676,0.954525776,0.593835646,0.996911348,0.944673517,0.693814597,0.95107131,1,0.99471228,0.996167029,0.945074797,0.990509246,1,0.957325476,0.995206327,0.951980858,0.999726021,1,1,1,0.999333181,0.942701901,1,0.993276563,1,0.943172602,0.990320986,0.507312862,1,0.999167059,0.999537786,0.943794452,0.676006244,0.737882741,0.939931211,0.985823209,0.521772964,0.996501898,0.299980416,0.93977746,0.937582384,0.998940151,0.944603456,0.596086708,0.940643751,0.944507509,0.944862403,0.937153034,0.94485014,0.943804085,0.505171969,0.941920218,0.944126279,0.949709242,0.941237521
HN,0.956415529,0.944982587,0.66742416,0.083456867,0.94581621,0.997911851,0.945737328,0.999146478,0.403236651,0.945454241,0.31351616,0.949443934,0.993317527,1,0.9984363,1,1,0.998780883,1,0.035690403,1,0.029355057,0.998777805,1,0.036105624,0.031339605,0.100196248,1,0.019704186,1,0.974877682,0.992516211,0.994178453,0.989719893,0.334757925,1,0.509748044,0,1,0.986969933,1,0.984816049,0.999925676,0.945934356,0.994557194,1,0.995810516,1,0.946312184,0.99677756,1,0.999419369,0.071038736,0.729376539,0.999905176,0.945400215,0.999000102,0.913386658,0.042960355,1,1,0.946758213,1,0.180123036,0.996208788,0.920353678,0.203537262,0.994952622,0.945542795,0.699662216,0.951848668,1,0.994448466,0.996627368,0.94595378,0.990184969,1,0.958003471,0.995282487,0.952743766,0.999730374,1,1,1,0.999299912,0.940472431,1,0.993383382,1,0.94408415,0.990474762,0.036097957,1,0.999180292,0.999527911,0.943469943,0.772767893,0.787808217,0.938994882,0.986048444,0.107886809,0.996507957,0.545136709,0.941733909,0.93923213,0.998954362,0.94202718,0.609689193,0.940539038,0.94538915,0.945738406,0.949060574,0.943700504,0.942473562,0.30045849,0.936863812,0.945016282,0.95050824,0.937948418
ID,1,1,1,1,1,1,0.999997547,1,1,1,1,1,1,1,1,0.995115818,0.999510122,1,1,1,0.993361929,1,1,1,1,1,1,1,1,1,0.914489536,1,1,1,1,1,1,1,0,1,1,0.999977432,1,1,0.999933306,0.999914375,1,1,1,0.841668615,1,1,1,1,0.999897987,1,1,1,1,1,1,0.99999614,1,0.9998873,0.978248507,1,1,0.847243763,1,1,1,1,0.856758126,1,1,1,1,0.999200439,1,1,1,0.993012428,0.869162614,1,0.843457321,1,1,1,1,1,1,1,0.998031544,1,0.999987628,1,1,1,1,1,1,1,1,1,1,1,0.999796883,1,1,1,1,1,0.99570485,0.99941569,1,0.999986935,1,1,0.99981104
IQ,0.88210663,0.986613167,0.99378085,0.975314712,0.984347994,0.945386638,0.881709932,0.999976949,0.991837785,0.986675111,0.986807397,0.979632973,0.99757736,1,0.997991941,1,0.983190498,0.989396571,0.875590168,0.986961284,0.999595168,0.986890211,0.999401777,1,0.986837021,0.986775979,0.987759957,0.471496581,0.986759483,0.745256608,0.946047278,0.999768165,0.992043815,0.997604183,0.991014805,1,0.986759575,0.986969933,1,0,0.464450114,0.955461313,0.982445923,0.985327973,0.947479048,1,0.485610833,1,0.98317095,0.99991297,1,0.981612999,0.987416297,0.984655207,0.999296734,0.985823079,0.591716252,0.998380335,0.987035558,0.843912968,0.94917885,0.879810599,0.491232882,0.987999078,0.999129162,0.998620993,0.989242568,0.999918196,0.986811896,0.986257334,0.984164276,1,0.998739573,0.993740448,0.985034382,0.997737701,0.997616154,0.908449546,0.499662336,0.875773419,0.995934547,1,1,1,0.999841051,0.986142242,0.468610099,0.917137854,1,0.986540856,0.946832007,0.986950976,1,0.471922559,0.999777778,0.985776327,0.982241114,0.985373016,0.980949132,0.996620696,0.978870154,0.998161005,0.962456829,0.986111695,0.986489662,0.99926115,0.986795195,0.986804784,0.986758434,0.986772325,0.986366624,0.538773765,0.969411245,0.985118421,0.986787073,0.980717258,0.986630591,0.98564805,0.984369411
JO,1,1,1,0.980758513,1,1,1,1,1,1,1,1,0.996819422,1,0.997211413,1,0.976119391,0.984864092,0.822197953,1,1,1,0.999198226,1,1,1,1,0.243762683,1,0.638638639,1,1,0.999398045,1,1,1,1,1,1,0.464450114,0,1,0.975328834,1,1,1,0.176575281,1,1,1,1,0.973916811,1,1,1,1,0.419481271,1,1,0.778582895,0.927908631,1,0.15036102,1,1,1,1,1,1,1,0.999912484,1,1,0.991202182,1,1,0.996582232,1,0.228084441,1,0.995066803,1,1,1,1,1,0.243631573,0.983298054,1,1,1,1,1,0.259750014,1,1,0.994215182,1,0.993271155,1,0.988277005,0.999259602,0.964746011,1,1,1,1,1,1,1,1,0.34628324,0.977852002,0.998343509,1,0.994728551,1,1,0.999544757
KZ,0.879448043,0.984878717,0.992756756,0.985040589,0.979799473,0.479296825,0.983338971,0.999973153,0.990443686,0.806189477,0.984563661,0.784558737,0.999789805,1,0.999950814,0.999851825,0.999809344,0.999961653,1,0.984810729,0.993126906,0.984731451,0.999961556,1,0.984644883,0.984593435,0.985722928,1,0.984579196,1,0.992289291,0.999713898,0.932649682,0.996823767,0.989535233,1,0.984579303,0.984816049,0.999977432,0.955461313,1,0,0.999977181,0.973238895,0.405345846,0.999966412,0.999067228,1,0.843099967,0.999898639,1,0.999981736,0.985337907,0.926918211,0.992802985,0.81751465,0.999968549,0.998113629,0.984894059,1,1,0.98007143,1,0.985819801,0.998845494,0.99832677,0.987471166,0.999870872,0.807030872,0.982327771,0.745500837,1,0.998325697,0.999910588,0.815000217,0.997000777,1,0.987105951,0.993843875,0.907477774,0.999917218,0.99992853,1,1,0.999789275,0.982473402,1,0.5301594,1,0.768981174,0.500549898,0.984802222,0.999904016,0.999748328,0.999848222,0.962261231,0.97847037,0.974661195,0.968805854,0.934835136,0.983604166,0.994590766,0.981960331,0.979183728,0.810941736,0.997277674,0.979211334,0.984618581,0.982828663,0.813788617,0.800074844,0.997755886,0.97269537,0.97684094,0.983792015,0.979623103,0.80776621,0.827418175,0.979706726
KE,0.999453768,0.999923209,0.875676977,0.999368636,0.99991898,0.999991158,0.999100162,0.930416972,0.999953442,0.999923672,0.999924749,0.999897932,0.945841476,0.614352036,0.954106067,1,0.906657848,0.932204542,0.986724016,0.999925627,1,0.999925221,0.776362498,0.780183856,0.999924918,0.99992457,0.999930182,0.974742174,0.999924476,0.963086283,0.99952158,0.983583672,0.999984072,0.945356484,0.999948748,0.985710408,0.999924476,0.999925676,1,0.982445923,0.975328834,0.999977181,0,0.999917129,0.999986775,1,0.97602407,0.968031563,0.99991012,0.999999504,0.659905633,0.988278458,0.999928222,0.999925229,0.999999869,0.999916419,0.974777591,0.702195654,0.99992605,0.980749636,0.913135062,0.999147007,0.974709774,0.999931546,0.999995033,0.999992134,0.999938639,0.999999533,0.999924775,0.99991872,0.999930885,0.614382458,0.99999281,0.972113925,0.99991075,0.986897314,0.830668315,0.999301573,0.977168239,0.99941563,0.642087213,1,1,0.930259437,0.999999093,0.999919609,0.97473347,0.999428323,0.680672039,0.999925791,0.999962176,0.999925568,1,0.974375605,0.670815565,0.999925826,0.999329758,0.999920926,0.99972904,0.999980724,0.999535716,0.999826387,0.998611419,0.999920882,0.99992193,0.999994135,0.999924679,0.999924734,0.99992447,0.999924549,0.999921883,0.978066961,0.99909871,0.999549075,0.999924633,0.999370051,0.99992319,0.999911393,0.999804235
